age,prep_months,daily_study_hours,attempt_number,gs_average_pct,csat_average_pct,overall_score,weak_subjects_count,very_weak_subjects,strong_subjects_count,weakest_subject_score,strongest_subject_score,study_efficiency,mock_efficiency,consistency_score,improvement_needed,quick_wins_count,estimated_hours_needed,mock_tests_attempted,weekly_quizzes,avg_quiz_score,test_readiness,revision_effectiveness,weekly_study_hours,preparation_intensity,has_coaching,regular_quiz_taker,high_mock_tester,ncert_reader,standard_books_user,gender_encoded,graduation_stream_encoded,target
-0.10774554869384212,-1.7349094833910008,1.5628049484675757,-0.30128824945605753,0.5787123252554035,0.37575592553185516,0.6051054385037894,-0.025632809572705886,-0.8693364778600733,0.6682525195780222,0.6028918989448994,1.6287987921975204,-0.9253332449404273,-0.343525773397154,-1.7596260324454303,-0.6177095584896807,-0.5151956895377986,-0.6177095584896807,1.4519435592610586,0.010701683847714078,0.20792072818564564,0.3114467155618953,-1.0928752675655968,1.5628049484675761,-1.3478003769688254,0.0,0.5881284045074046,0.9435884527917697,0.4184353374296569,0.49843700774184246,-1.3687816547538927,0.6863166879864018,1
-0.8373993773203102,0.5422868150764121,-0.4241272316045662,-0.30128824945605753,-0.556626672465656,-0.5656361271584884,-0.6498895339012118,0.44041827356740354,-0.24970962264975732,-0.5314827040809047,-0.21125286830103057,-0.683000787627806,-0.1857020273854669,-0.17200810490475743,0.7840201010220931,0.6538662664488583,0.09667567570899303,0.6538662664488583,-0.7319599020243764,1.7943156584667257,-0.10099727306046238,-1.4074835025364172,-1.115981330232995,-0.42412723160456545,0.19598891376961133,0.0,0.5881284045074046,-1.0597840584434104,0.4184353374296569,0.49843700774184246,-1.3687816547538927,0.06689729449686954,0
1.351562108559094,1.7201469694561085,-0.05157744784103975,1.4640725872005296,1.6478656414949655,0.0770560321496911,1.3930085027330865,-1.4237860589930342,-0.8693364778600733,1.8679877432369492,1.2046510747353691,2.648710371532223,0.5607997841556895,-0.2689151603118413,-1.7215198747058393,-1.4160223094555495,0.09667567570899303,-1.4160223094555495,0.43044032736948407,-0.4352018098070388,1.7462062854111617,2.1671100191907553,2.154705417952197,-0.05157744784103891,1.408075497451162,0.0,0.5881284045074046,0.9435884527917697,-2.3898555178029395,0.49843700774184246,0.7305767114330592,-1.171941492482195,1
0.8651262228081154,0.6993348356603716,-2.0385096279131822,0.2871653627628048,-0.6279035602149597,2.189688463693031,0.20675606413992287,0.9064693567075129,0.3699172325605586,-0.5314827040809047,-0.3174456640287605,-0.9549772087837264,3.884132971654748,-0.3158516603989349,0.8635982600871088,-0.2140972369599806,1.3204184062025763,-0.2140972369599806,0.6770100729984848,0.010701683847714078,1.0905435888888104,0.7724325467791704,-1.0268579456587446,-2.0385096279131814,-0.7916371914523934,0.0,0.5881284045074046,0.9435884527917697,0.4184353374296569,0.49843700774184246,-1.3687816547538927,1.305736081475934,0
0.13547239418164722,0.3852387944924526,-1.458987742058807,-0.30128824945605753,0.32924321813283924,-0.9351827434626306,-0.037622299633755935,0.44041827356740354,-0.8693364778600733,1.8679877432369492,0.46130150464125924,0.9828547919522092,1.8006759425077035,-0.1587662047956391,-1.2927053914359323,0.03350982629155632,0.7085470409557847,0.03350982629155632,-0.6615114032732334,-0.8811053034617917,-0.3405663352513212,-0.33705877581155874,0.03177696634756387,-1.4589877420588062,-0.542236659830675,0.0,-1.7003089671167375,-1.0597840584434104,0.4184353374296569,0.49843700774184246,0.7305767114330592,0.06689729449686954,0
1.351562108559094,-0.1644292775514057,-0.6724937541135843,0.8756189749816672,-0.9893792052292886,-0.3034314374879169,-0.9218378185658842,0.9064693567075129,0.9895440877708745,-0.5314827040809047,-0.8484096426674105,-0.683000787627806,-0.0975056348021526,-0.3621788702950437,0.20266077809432448,0.929407501287771,-0.5151956895377986,0.929407501287771,1.1701495642564863,-2.2188157844260505,-0.0631705790303262,1.1748184841976395,-1.1131520164369872,-0.6724937541135834,-0.4349944312333361,0.0,-1.7003089671167375,0.9435884527917697,0.4184353374296569,0.49843700774184246,0.7305767114330592,-1.171941492482195,0
-0.5941814344448209,-0.7926213598872437,-1.8729319462405036,1.4640725872005296,-2.81712225537216,-1.5481669395914928,-2.8522116763747962,1.838571522987732,4.087678363822453,-0.5314827040809047,-1.9457351985206206,-3.0627944727421124,0.02270468760847615,2.2144404327617453,1.2021059578621605,2.8852852415621153,-2.3508097852781735,2.8852852415621153,-1.7534631339159508,1.3484121648119727,-0.8638356026681973,0.10048709788619307,-0.4161977180203617,-1.8729319462405027,-1.2156180952093145,0.0,0.5881284045074046,-1.0597840584434104,-2.3898555178029395,0.49843700774184246,0.7305767114330592,1.305736081475934,0
-0.10774554869384212,0.3067147842004728,0.36236675634065696,0.8756189749816672,-0.6584507978218048,0.0007558775961864162,-0.5461305895093854,-0.025632809572705886,0.3699172325605586,-0.5314827040809047,-1.5917592127615208,-0.716997840272296,-0.7499283004608792,0.047723985744742785,-1.0467583922712467,0.5487364705446154,0.7085470409557847,0.5487364705446154,-1.1898751439068063,0.010701683847714078,0.9014101187381323,0.12002039581912845,-0.27237426672329096,0.36236675634065785,0.48196819002918173,0.0,0.5881284045074046,-1.0597840584434104,0.4184353374296569,-2.006271573875457,-1.3687816547538927,0.06689729449686954,0
0.621908279932626,1.0134308768282907,-0.17576070909554858,1.4640725872005296,0.6805364506115523,1.3765308137208225,1.0222279468581055,-0.4916838927128153,-0.8693364778600733,0.6682525195780222,0.8860726875521796,1.0168518445966985,0.4977098989820983,-0.2118534744422271,0.050716981933931704,-1.0403430425463045,0.7085470409557847,-1.0403430425463045,-0.16837191201523197,0.9025086711572199,1.2166325689892625,1.9522437419284662,1.0220367949503468,-0.1757607090955479,0.7297060514400885,0.0,0.5881284045074046,-1.0597840584434104,0.4184353374296569,0.49843700774184246,0.7305767114330592,1.305736081475934,1
-1.0806173201957996,-1.2637654216391223,0.15539465424980878,0.8756189749816672,-1.1013857431210523,-0.7612514160895623,-1.166946999865497,1.3725204398476225,0.9895440877708745,-0.5314827040809047,-0.5298312554842207,-0.5470125770498455,-0.9179139462444442,-0.21571680953834318,0.5335953278012561,1.1777550375442623,-1.1270670547845902,1.1777550375442623,-0.6615114032732334,0.9025086711572199,1.6327262033207541,1.9795903590345754,1.2087715054868717,0.15539465424980967,-1.018591675228157,0.0,0.5881284045074046,-1.0597840584434104,0.4184353374296569,0.49843700774184246,0.7305767114330592,-1.171941492482195,0
